ID_Credito,Cliente,Fecha_Solicitud,Monto_Solicitado,Tasa_Interes,Plazo_Meses,Ingreso_Mensual,Score_Credito,Aprobado,Estado_Credito,Fecha_Nacimiento
102822,Cliente 2822,2027-09-23,31901.0,12.35,12,3598.96,818.0,Sí,En Mora,1998-02-28
102823,Cliente 2823,2027-09-24,11492.76,19.14,36,10169.98,521.0,Sí,Pagado,1964-11-18
102824,Cliente 2824,2027-09-25,16422.66,13.21,24,10219.64,702.0,Sí,En Mora,1977-09-20
102825,Cliente 2825,2027-09-26,42478.08,21.92,36,13566.4,812.0,Sí,Activo,1973-09-22
102826,Cliente 2826,2027-09-27,36578.64,23.8,36,731.21,586.0,Sí,Activo,1987-04-26
102827,Cliente 2827,2027-09-28,5222.26,10.72,48,12869.09,683.0,Sí,Pagado,1993-08-26
102828,Cliente 2828,2027-09-29,21720.75,15.55,60,8054.53,546.0,No,En Mora,1965-02-03
102829,Cliente 2829,2027-09-30,1943.9,5.54,36,9508.88,390.0,No,En Mora,1990-08-03
102830,Cliente 2830,2027-10-01,24304.06,7.81,36,1824.89,611.0,Sí,Pagado,1994-02-19
102831,Cliente 2831,2027-10-02,33290.48,12.39,48,6772.92,736.0,Sí,Activo,1976-03-21
102832,Cliente 2832,2027-10-03,6365.88,7.93,24,3795.88,342.0,Sí,En Mora,1975-09-25
102833,Cliente 2833,2027-10-04,14799.8,22.35,36,4186.26,373.0,No,Pagado,1977-11-11
102834,Cliente 2834,2027-10-05,20192.91,6.9,48,7809.38,615.0,Sí,En Mora,1991-07-28
102835,Cliente 2835,2027-10-06,46016.79,13.3,12,12280.61,443.0,No,Pagado,1971-07-30
102836,Cliente 2836,2027-10-07,49666.12,16.52,48,11284.82,628.0,Sí,En Mora,1960-11-27
102837,Cliente 2837,2027-10-08,2723.11,18.38,60,9069.5,508.0,Sí,Pagado,1991-07-23
102838,Cliente 2838,2027-10-09,38169.89,11.74,60,8321.56,398.0,Sí,Pagado,1967-01-10
102839,Cliente 2839,2027-10-10,18900.34,22.19,24,6695.94,413.0,Sí,Activo,1982-11-04
102840,Cliente 2840,2027-10-11,,15.72,24,14604.29,474.0,Sí,Activo,1971-09-04
102841,Cliente 2841,2027-10-12,37836.12,12.95,60,8622.79,570.0,Sí,Activo,1967-05-05
102842,Cliente 2842,2027-10-13,45962.11,4.95,60,4182.51,362.0,Sí,Activo,1967-02-25
102843,Cliente 2843,2027-10-14,47570.97,13.49,36,3836.32,703.0,Sí,Activo,1979-04-28
102844,Cliente 2844,2027-10-15,29067.57,21.15,60,9364.62,524.0,Sí,Activo,1953-07-22
102845,Cliente 2845,2027-10-16,18177.5,16.71,24,8081.0,460.0,Sí,En Mora,1987-10-06
102846,###Cliente??,2027-10-17,39483.68,21.39,60,611.62,335.0,No,Pagado,1960-07-19
102847,Cliente 2847,2027-10-18,12924.57,14.12,24,12535.95,680.0,Sí,Pagado,1989-09-26
102848,Cliente 2848,2027-10-19,28421.66,6.05,12,10709.77,617.0,No,En Mora,1986-07-05
102849,Cliente 2849,2027-10-20,18249.63,3.79,60,10096.52,755.0,Sí,Activo,1965-01-27
102850,Cliente 2850,2027-10-21,33003.24,10.02,24,1497.32,568.0,Sí,Activo,1995-11-11
102851,Cliente 2851,2027-10-22,12399.75,18.51,48,5749.81,643.0,Sí,En Mora,1991-07-22
102852,Cliente 2852,2027-10-23,9983.85,20.49,36,14063.04,339.0,No,Activo,1993-01-26
102853,Cliente 2853,2027-10-24,45952.83,9.86,24,13007.54,713.0,Sí,En Mora,1988-09-19
102854,Cliente 2854,2027-10-25,5539.28,14.16,60,4640.37,679.0,Sí,Activo,1984-05-20
102855,Cliente 2855,2027-10-26,25544.92,12.55,60,2777.35,521.0,No,Activo,1962-09-09
102856,Cliente 2856,2027-10-27,11432.21,12.33,12,7011.78,580.0,Sí,Activo,1958-05-26
102857,Cliente 2857,2027-10-28,2427.03,8.47,48,5659.54,524.0,Sí,En Mora,2004-11-25
102858,Cliente 2858,2027-10-29,2282.93,6.43,24,10392.28,756.0,Sí,Pagado,2004-01-24
102859,Cliente 2859,2027-10-30,9173.48,7.73,48,14513.3,453.0,No,Pagado,1967-04-12
102860,Cliente 2860,2027-10-31,43405.13,4.69,12,5763.52,579.0,Sí,Pagado,1976-07-21
102861,Cliente 2861,2027-11-01,14482.7,7.76,36,1402.25,652.0,No,Pagado,1965-12-15
102862,Cliente 2862,2027-11-02,47547.73,3.7,48,13515.4,338.0,Sí,Activo,1988-03-18
102863,Cliente 2863,2027-11-03,29290.3,16.99,12,1050.27,788.0,No,Pagado,1983-09-15
102864,Cliente 2864,2027-11-04,22112.4,10.3,24,14315.11,497.0,Sí,Pagado,1968-02-27
102865,Cliente 2865,2027-11-05,29214.4,24.42,36,10136.4,575.0,Sí,En Mora,1998-10-10
102866,Cliente 2866,2027-11-06,26076.57,7.66,60,14154.49,471.0,Sí,En Mora,1953-12-07
102867,Cliente 2867,2027-11-07,38059.42,10.94,12,3395.07,807.0,No,Activo,1978-06-03
102868,Cliente 2868,2027-11-08,14483.56,11.19,60,1090.15,704.0,Sí,Pagado,2006-09-02
102869,Cliente 2869,2027-11-09,17975.99,3.68,36,7579.04,570.0,Sí,Activo,1977-10-12
102870,Cliente 2870,2027-11-10,44757.67,21.54,12,7034.04,430.0,Sí,Pagado,1981-02-25
102871,Cliente 2871,2027-11-11,47349.6,4.19,12,5306.64,684.0,Sí,Activo,1956-10-22
102872,Cliente 2872,2027-11-12,44681.63,23.71,36,14386.02,696.0,No,En Mora,1988-11-06
102873,Cliente 2873,2027-11-13,21262.68,22.68,24,12427.46,595.0,Sí,Activo,2003-04-09
102874,Cliente 2874,2027-11-14,39128.09,15.01,12,10092.94,682.0,Sí,Pagado,1991-09-18
102875,Cliente 2875,2027-11-15,24078.62,15.19,36,2861.45,811.0,Sí,Activo,2008-06-15
102876,Cliente 2876,2027-11-16,25128.22,17.56,48,11147.69,694.0,No,Activo,1955-02-06
102877,Cliente 2877,2027-11-17,10631.67,11.82,60,11041.68,559.0,No,Pagado,2006-05-19
102878,Cliente 2878,2027-11-18,29760.95,17.42,12,6663.49,580.0,No,Pagado,1983-08-04
102879,Cliente 2879,2027-11-19,9713.73,4.46,48,13909.4,655.0,Sí,Activo,2003-05-16
102880,Cliente 2880,2027-11-20,16912.45,4.66,12,2921.18,719.0,No,En Mora,1970-10-15
102881,Cliente 2881,2027-11-21,42823.99,13.33,24,4376.39,491.0,Sí,Activo,1958-05-16
102882,Cliente 2882,2027-11-22,10750.25,15.32,36,1416.75,727.0,Sí,Activo,1978-09-19
102883,Cliente 2883,2027-11-23,4022.34,22.59,12,12034.04,647.0,No,Pagado,1976-03-20
102884,Cliente 2884,2027-11-24,3915.88,5.75,36,9515.51,728.0,Sí,Pagado,1988-06-19
102885,Cliente 2885,2027-11-25,47068.83,21.19,12,5066.63,691.0,No,Activo,1995-08-07
102886,Cliente 2886,2027-11-26,25592.56,8.02,24,2875.3,640.0,Sí,En Mora,1988-06-23
102887,Cliente 2887,2027-11-27,20765.9,11.97,24,1082.14,846.0,Sí,Pagado,1980-07-26
102888,Cliente 2888,2027-11-28,40638.49,10.31,48,2917.81,701.0,Sí,Activo,1984-05-30
102889,Cliente 2889,2027-11-29,41873.38,12.1,24,7072.63,346.0,Sí,Pagado,1984-12-25
102890,Cliente 2890,2027-11-30,16943.46,6.74,36,4084.07,724.0,Sí,Activo,1961-03-12
102891,Cliente 2891,2027-12-01,34834.09,14.33,24,4255.24,816.0,Sí,Pagado,2004-09-11
102892,Cliente 2892,2027-12-02,38670.58,20.74,12,13195.86,627.0,No,Pagado,1957-03-06
102893,Cliente 2893,2027-12-03,32905.21,12.99,24,7969.5,386.0,No,Pagado,1974-01-24
102894,Cliente 2894,2027-12-04,8003.96,14.05,36,11074.15,814.0,Sí,Pagado,1963-06-26
102895,Cliente 2895,2027-12-05,43856.21,21.75,12,1017.81,464.0,Sí,En Mora,1959-12-31
102896,Cliente 2896,2027-12-06,27185.18,18.68,48,5794.87,522.0,Sí,Activo,2000-07-06
102897,Cliente 2897,2027-12-07,14482.39,14.04,48,7447.96,596.0,Sí,Activo,1986-11-22
102898,Cliente 2898,2027-12-08,21548.8,9.04,48,3203.04,750.0,Sí,Activo,1980-10-21
102899,Cliente 2899,2027-12-09,2359.77,22.53,12,2242.78,642.0,Sí,Pagado,1955-02-09
102900,Cliente 2900,2027-12-10,6829.41,15.91,48,13119.4,640.0,Sí,En Mora,1989-09-23
102901,Cliente 2901,2027-12-11,38394.56,8.25,24,14121.76,760.0,No,Activo,1988-12-17
102902,Cliente 2902,2027-12-12,500.58,9.29,12,1642.7,691.0,Sí,Pagado,1994-04-01
102903,Cliente 2903,2027-12-13,21120.01,20.77,12,5560.77,836.0,Sí,Pagado,2009-09-14
102904,Cliente 2904,2027-12-14,26364.25,4.45,12,14395.14,720.0,Sí,En Mora,1994-02-22
102905,Cliente 2905,2027-12-15,3204.4,24.83,60,1705.85,680.0,Sí,Pagado,1956-07-18
102906,Cliente 2906,2027-12-16,48667.37,6.3,36,9832.8,304.0,Sí,Pagado,1962-06-30
102907,Cliente 2907,2027-12-17,11693.2,20.62,60,14597.21,303.0,Sí,Activo,1997-09-09
102908,Cliente 2908,2027-12-18,15557.84,11.99,60,14684.24,615.0,Sí,Activo,1993-02-02
102909,Cliente 2909,2027-12-19,15545.15,14.08,60,7332.74,377.0,Sí,En Mora,1996-01-28
102910,Cliente 2910,2027-12-20,11905.62,22.43,36,2859.86,830.0,Sí,Activo,1993-02-01
102911,Cliente 2911,2027-12-21,572.95,12.38,60,3430.22,654.0,Sí,Pagado,1999-09-14
102912,Cliente 2912,2027-12-22,36602.57,15.06,48,13399.22,332.0,No,En Mora,1964-09-19
102913,Cliente 2913,2027-12-23,48358.85,4.56,12,13719.4,438.0,Sí,Activo,1965-12-29
102914,Cliente 2914,2027-12-24,11602.53,3.55,12,9314.25,571.0,Sí,En Mora,1969-04-28
102915,Cliente 2915,2027-12-25,33320.84,8.76,24,11609.56,495.0,No,Pagado,1985-10-20
102916,Cliente 2916,2027-12-26,37223.87,18.13,48,11229.0,426.0,Sí,Activo,2005-09-01
102917,Cliente 2917,2027-12-27,42497.06,6.11,36,10096.41,648.0,Sí,Activo,1971-03-21
102918,Cliente 2918,2027-12-28,21420.15,5.95,12,12495.52,343.0,Sí,Activo,1994-08-24
102919,Cliente 2919,2027-12-29,15495.08,12.34,60,10438.4,543.0,Sí,Pagado,1992-02-21
102920,Cliente 2920,2027-12-30,16602.11,17.43,24,8243.03,308.0,Sí,Pagado,1996-02-19
102921,Cliente 2921,2027-12-31,35774.76,18.81,24,3935.87,378.0,Sí,Pagado,2007-06-05
102922,Cliente 2922,2028-01-01,40930.58,7.34,12,11286.38,489.0,No,Pagado,1964-01-06
102923,Cliente 2923,2028-01-02,9489.89,5.21,48,7364.85,385.0,Sí,Activo,1994-09-22
102924,Cliente 2924,2028-01-03,18861.58,23.72,24,4774.48,784.0,Sí,Activo,1966-06-12
102925,Cliente 2925,2028-01-04,45146.04,9.1,12,12128.22,570.0,Sí,En Mora,2001-09-17
102926,Cliente 2926,2028-01-05,40431.33,21.85,48,10602.35,812.0,Sí,Activo,1995-11-18
102927,Cliente 2927,2028-01-06,49250.49,22.07,12,14091.42,319.0,Sí,Pagado,1974-01-30
102928,Cliente 2928,2028-01-07,37835.29,20.11,12,2898.9,788.0,No,Activo,1957-10-28
102929,Cliente 2929,2028-01-08,19963.16,7.13,48,9913.24,429.0,Sí,Pagado,1955-01-10
102930,Cliente 2930,2028-01-09,29736.57,21.17,48,4041.47,306.0,Sí,Pagado,2006-01-27
102931,Cliente 2931,2028-01-10,33220.21,20.04,48,13601.95,609.0,Sí,Pagado,1976-04-29
102932,Cliente 2932,2028-01-11,4383.56,16.33,12,1942.74,772.0,Sí,Activo,2006-11-23
102933,Cliente 2933,2028-01-12,27452.6,10.75,24,10014.35,401.0,No,En Mora,2009-10-25
102934,Cliente 2934,2028-01-13,35611.38,9.14,36,11970.74,637.0,Sí,Pagado,1977-04-04
102935,Cliente 2935,2028-01-14,8782.4,6.12,36,5646.31,618.0,Sí,En Mora,1964-11-01
102936,Cliente 2936,2028-01-15,39141.27,14.46,12,14335.0,812.0,No,Pagado,2001-08-24
102937,Cliente 2937,2028-01-16,29396.75,16.08,12,12835.59,324.0,Sí,Pagado,1980-12-16
102938,Cliente 2938,2028-01-17,47634.98,11.23,24,4771.97,729.0,Sí,Activo,1975-02-25
102939,Cliente 2939,2028-01-18,2599.9,13.72,48,609.35,442.0,No,Pagado,1994-03-08
102940,Cliente 2940,2028-01-19,13633.64,11.32,12,4801.53,448.0,No,Activo,1983-08-27
102941,Cliente 2941,2028-01-20,30276.92,17.28,60,4579.0,354.0,Sí,En Mora,1962-05-19
102942,Cliente 2942,2028-01-21,15179.72,22.88,48,13404.49,770.0,Sí,Pagado,1991-09-29
102943,Cliente 2943,2028-01-22,35864.0,7.02,12,14523.26,662.0,Sí,Pagado,1971-05-17
102944,Cliente 2944,2028-01-23,38070.76,11.7,60,1521.38,508.0,Sí,Activo,1974-08-23
102945,Cliente 2945,2028-01-24,5574.54,6.53,24,7333.78,484.0,Sí,Pagado,1985-09-25
102946,Cliente 2946,2028-01-25,25935.8,16.94,60,8450.81,364.0,No,En Mora,1964-08-06
102947,Cliente 2947,2028-01-26,25690.08,19.17,12,1847.22,848.0,Sí,Activo,1960-09-19
102948,Cliente 2948,2028-01-27,18779.4,23.54,36,5973.72,411.0,Sí,Activo,1966-03-08
102949,Cliente 2949,2028-01-28,46679.78,9.5,12,5097.7,562.0,Sí,Activo,1972-01-01
102950,Cliente 2950,2028-01-29,41461.56,23.93,36,8272.82,375.0,Sí,Activo,1961-01-29
102951,Cliente 2951,2028-01-30,35011.86,4.86,24,10087.27,595.0,Sí,Pagado,1999-12-03
102952,Cliente 2952,2028-01-31,35859.17,16.46,24,10700.53,477.0,No,Pagado,2007-03-10
102953,Cliente 2953,2028-02-01,23354.95,4.73,48,2482.95,300.0,Sí,Activo,2003-08-27
102954,Cliente 2954,2028-02-02,46089.23,22.72,48,12287.74,447.0,Sí,Pagado,1994-09-15
102955,Cliente 2955,2028-02-03,34882.47,14.89,36,10338.86,428.0,Sí,En Mora,2008-05-02
102956,Cliente 2956,2028-02-04,36584.56,17.89,36,13391.59,812.0,No,Activo,1992-11-07
102957,Cliente 2957,2028-02-05,43153.7,21.38,24,7015.37,801.0,No,Pagado,1967-10-27
102958,Cliente 2958,2028-02-06,14066.54,6.73,60,13461.4,448.0,No,Pagado,1970-09-07
102959,Cliente 2959,2028-02-07,40450.01,4.33,36,13053.72,568.0,Sí,Activo,2008-01-06
102960,Cliente 2960,2028-02-08,10164.41,22.4,36,6856.94,404.0,No,Activo,1959-05-21
102961,Cliente 2961,2028-02-09,17594.43,10.27,60,6026.58,765.0,Sí,Pagado,2004-08-29
102962,Cliente 2962,2028-02-10,17112.72,6.27,48,14025.77,580.0,Sí,En Mora,1967-11-17
102963,Cliente 2963,2028-02-11,48937.01,13.57,48,10869.89,706.0,No,En Mora,1990-03-24
102964,Cliente 2964,2028-02-12,42898.59,16.36,36,13959.56,657.0,No,Pagado,1996-10-20
102965,Cliente 2965,2028-02-13,35207.91,4.17,48,12056.13,502.0,No,Pagado,1983-11-27
102966,Cliente 2966,2028-02-14,36489.31,9.41,48,9334.81,580.0,Sí,Pagado,1997-05-19
102967,Cliente 2967,2028-02-15,28322.6,4.21,48,2179.87,556.0,Sí,Activo,2010-02-05
102968,Cliente 2968,2028-02-16,47380.99,12.54,24,4726.47,393.0,No,En Mora,1961-06-22
102969,Cliente 2969,2028-02-17,25064.81,22.74,12,14548.21,623.0,Sí,Activo,1993-01-04
102970,Cliente 2970,2028-02-18,19335.63,24.63,36,5131.62,661.0,Sí,Pagado,2007-03-10
102971,Cliente 2971,2028-02-19,8570.25,17.2,36,1852.2,650.0,No,Activo,1973-05-28
102972,Cliente 2972,2028-02-20,39417.18,6.98,24,10759.52,361.0,Sí,En Mora,1962-07-09
102973,Cliente 2973,2028-02-21,36854.97,22.98,12,11143.06,486.0,No,Pagado,1973-04-09
102974,Cliente 2974,2028-02-22,19525.57,14.6,12,4639.14,841.0,No,Pagado,1974-09-15
102975,Cliente 2975,2028-02-23,1747.07,6.81,24,4816.24,603.0,Sí,Activo,1995-05-03
102976,Cliente 2976,2028-02-24,42030.37,23.32,60,7298.95,735.0,Sí,Activo,1963-08-10
102977,Cliente 2977,2028-02-25,1065.19,19.79,60,815.94,512.0,Sí,Activo,1955-05-12
102978,Cliente 2978,2028-02-26,35333.14,19.23,12,11945.18,705.0,No,Activo,1956-07-09
102979,Cliente 2979,2028-02-27,48527.73,18.75,60,5097.79,433.0,Sí,Pagado,1998-11-11
102980,Cliente 2980,2028-02-28,22164.24,7.81,60,12879.56,518.0,Sí,Pagado,1970-02-06
102981,Cliente 2981,2028-02-29,12131.18,8.04,60,12138.14,720.0,Sí,Pagado,2008-08-07
102982,Cliente 2982,2028-03-01,35391.11,18.3,12,10090.33,618.0,Sí,Pagado,1986-09-26
102983,Cliente 2983,2028-03-02,40947.84,8.22,60,5210.69,456.0,Sí,Activo,1998-05-23
102984,Cliente 2984,2028-03-03,27548.3,12.93,36,7986.59,487.0,No,Activo,1984-12-17
102985,Cliente 2985,2028-03-04,48368.25,20.31,12,6950.02,775.0,No,Pagado,2007-06-24
102986,Cliente 2986,2028-03-05,3057.6,20.35,24,5413.79,461.0,Sí,Activo,1994-02-26
102987,Cliente 2987,2028-03-06,25487.38,13.25,60,12797.98,428.0,Sí,Pagado,2001-11-09
102988,Cliente 2988,2028-03-07,36063.47,20.53,48,7510.85,603.0,Sí,Pagado,1969-01-01
102989,Cliente 2989,2028-03-08,43200.7,21.53,12,12574.48,388.0,Sí,Pagado,2006-08-09
102990,Cliente 2990,2028-03-09,9373.15,17.58,24,2025.67,461.0,Sí,Pagado,2005-07-12
102991,Cliente 2991,2028-03-10,40100.17,8.41,36,2544.86,335.0,No,Pagado,2001-05-01
102992,Cliente 2992,2028-03-11,27859.0,9.39,24,14671.14,526.0,Sí,Pagado,1973-02-22
102993,Cliente 2993,2028-03-12,20129.41,10.27,60,9022.64,450.0,Sí,En Mora,2006-05-03
102994,Cliente 2994,2028-03-13,7019.89,6.01,48,7891.66,346.0,Sí,Pagado,2002-08-29
102995,Cliente 2995,2028-03-14,43332.14,9.37,60,8085.76,530.0,No,En Mora,1968-01-09
102996,Cliente 2996,2028-03-15,8285.02,8.0,24,3621.4,838.0,Sí,Pagado,1964-01-04
102997,Cliente 2997,2028-03-16,15834.5,13.29,12,10921.21,464.0,Sí,Activo,1989-10-03
102998,Cliente 2998,2028-03-17,14857.25,23.03,48,1729.32,365.0,Sí,Activo,1972-05-02
102999,Cliente 2999,2028-03-18,43634.99,5.75,48,8813.19,379.0,Sí,Activo,1994-09-28
103000,Cliente 3000,2028-03-19,33798.8,18.99,24,8776.15,439.0,Sí,En Mora,1967-01-15
103001,Cliente 3001,2028-03-20,39935.73,18.28,60,13755.73,699.0,Sí,Activo,1970-10-12
103002,Cliente 3002,2028-03-21,12898.16,5.56,24,8129.65,429.0,Sí,Pagado,1990-05-20
103003,Cliente 3003,2028-03-22,31431.27,23.34,48,2487.41,745.0,No,Activo,1978-02-20
103004,Cliente 3004,2028-03-23,28801.43,15.72,24,8804.92,328.0,No,Pagado,1995-03-08
103005,Cliente 3005,2028-03-24,41725.1,11.32,48,1824.25,501.0,Sí,Pagado,1960-07-08
103006,Cliente 3006,2028-03-25,45351.31,19.77,60,3455.01,536.0,No,Pagado,1973-03-13
103007,Cliente 3007,2028-03-26,1101.76,9.03,12,951.07,638.0,Sí,En Mora,1956-08-10
103008,Cliente 3008,2028-03-27,33863.99,18.41,12,7942.76,698.0,No,Pagado,2005-09-15
103009,Cliente 3009,2028-03-28,3065.87,4.35,24,1725.72,738.0,Sí,Activo,1955-02-10
103010,Cliente 3010,2028-03-29,27668.5,21.55,48,7306.22,588.0,Sí,Pagado,1954-12-23
103011,Cliente 3011,2028-03-30,14737.82,13.14,12,14027.7,551.0,Sí,Activo,1963-07-04
103012,Cliente 3012,2028-03-31,15685.44,17.19,48,10936.54,399.0,Sí,Pagado,1953-09-19
103013,Cliente 3013,2028-04-01,17971.45,8.26,60,1622.47,721.0,Sí,Activo,2000-05-06
103014,Cliente 3014,2028-04-02,31253.98,18.06,24,3751.04,317.0,Sí,Activo,1956-10-14
103015,Cliente 3015,2028-04-03,17035.47,20.1,48,10268.11,770.0,Sí,En Mora,1999-01-11
103016,Cliente 3016,2028-04-04,36768.6,13.67,24,13473.18,306.0,No,En Mora,2009-12-08
103017,Cliente 3017,2028-04-05,20524.11,16.78,48,977.32,718.0,Sí,Activo,1977-08-18
103018,Cliente 3018,2028-04-06,3883.48,13.31,48,12280.54,679.0,No,En Mora,1981-12-26
103019,Cliente 3019,2028-04-07,39296.11,22.72,60,8646.3,807.0,No,En Mora,2002-03-14
103020,Cliente 3020,2028-04-08,14645.04,14.2,24,8418.32,413.0,Sí,En Mora,1965-08-07
103021,Cliente 3021,2028-04-09,21921.96,21.6,36,14388.29,810.0,Sí,Pagado,1975-07-04
103022,Cliente 3022,2028-04-10,34429.47,20.73,48,11340.85,768.0,Sí,Pagado,1993-12-23
103023,Cliente 3023,2028-04-11,16956.58,12.33,48,12826.72,392.0,No,Pagado,1993-02-04
103024,Cliente 3024,2028-04-12,3300.99,8.45,12,5632.94,791.0,Sí,Activo,1995-03-28
103025,Cliente 3025,2028-04-13,19009.09,12.23,24,8538.28,401.0,No,Activo,2003-01-10
103026,Cliente 3026,2028-04-14,47250.2,21.26,36,9423.38,792.0,No,Pagado,1992-11-27
103027,Cliente 3027,2028-04-15,32265.85,8.39,60,5162.97,835.0,No,Pagado,1984-10-23
103028,Cliente 3028,2028-04-16,33738.22,14.78,36,8768.6,784.0,Sí,En Mora,2001-01-28
103029,Cliente 3029,2028-04-17,31797.97,20.83,60,3931.5,778.0,Sí,Pagado,1963-03-01
103030,Cliente 3030,2028-04-18,10350.11,11.1,36,2578.95,466.0,No,Activo,1970-01-13
103031,Cliente 3031,2028-04-19,21207.53,17.31,36,5922.57,439.0,No,Activo,1977-12-14
103032,Cliente 3032,2028-04-20,37671.52,8.78,24,11219.7,393.0,Sí,Activo,1981-02-06
103033,Cliente 3033,2028-04-21,5517.96,5.85,12,13784.71,480.0,Sí,Activo,1982-05-24
103034,Cliente 3034,2028-04-22,14253.71,20.58,36,7136.85,303.0,Sí,En Mora,2009-07-04
103035,Cliente 3035,2028-04-23,14177.8,5.63,48,9820.94,688.0,Sí,Activo,1973-02-12
103036,Cliente 3036,2028-04-24,21884.94,9.33,48,1994.04,571.0,No,Activo,1967-12-29
103037,Cliente 3037,2028-04-25,49028.25,21.88,48,13614.72,431.0,Sí,Activo,1959-12-23
103038,Cliente 3038,2028-04-26,3841.38,10.95,12,8744.76,811.0,Sí,Activo,1964-10-07
103039,Cliente 3039,2028-04-27,26175.7,24.42,36,11814.9,351.0,Sí,Activo,1995-08-16
103040,Cliente 3040,2028-04-28,9378.55,24.56,60,12019.4,589.0,No,Pagado,1973-06-10
103041,Cliente 3041,2028-04-29,48548.49,9.27,60,4218.97,745.0,Sí,Activo,1978-10-30
103042,Cliente 3042,2028-04-30,6108.52,4.38,24,8173.03,536.0,Sí,Activo,1977-11-06
103043,Cliente 3043,2028-05-01,20478.25,18.66,12,14426.96,790.0,Sí,Pagado,2008-09-26
103044,Cliente 3044,2028-05-02,37025.31,13.2,36,1799.7,579.0,Sí,Activo,1993-03-12
103045,Cliente 3045,2028-05-03,35375.44,5.67,48,10404.22,343.0,Sí,Pagado,1954-01-01
103046,Cliente 3046,2028-05-04,21425.07,18.71,12,14452.83,658.0,Sí,Activo,2009-07-17
103047,Cliente 3047,2028-05-05,17652.95,4.17,12,4858.37,825.0,Sí,Activo,1999-05-10
103048,Cliente 3048,2028-05-06,20181.81,22.21,36,12990.99,761.0,Sí,Pagado,1974-03-03
103049,Cliente 3049,2028-05-07,13581.68,6.48,24,14038.03,400.0,No,Activo,1958-01-02
103050,Cliente 3050,2028-05-08,10663.98,6.24,24,11332.75,760.0,Sí,Activo,1996-10-17
103051,Cliente 3051,2028-05-09,24410.47,7.28,24,3854.26,567.0,Sí,Activo,1984-02-21
103052,Cliente 3052,2028-05-10,13792.42,24.15,48,5343.01,661.0,Sí,Pagado,1997-05-24
103053,Cliente 3053,2028-05-11,14729.35,18.4,48,1019.23,707.0,Sí,Pagado,2000-08-29
103054,Cliente 3054,2028-05-12,33009.43,20.73,36,12556.07,336.0,Sí,En Mora,1959-01-02
103055,Cliente 3055,2028-05-13,48442.6,12.05,24,12819.36,767.0,No,Pagado,1991-07-19
103056,Cliente 3056,2028-05-14,30380.04,10.73,36,9674.3,558.0,Sí,En Mora,2005-01-03
103057,Cliente 3057,2028-05-15,4310.48,8.54,24,5611.65,808.0,No,Activo,1999-08-20
103058,Cliente 3058,2028-05-16,4241.39,13.83,12,1613.76,608.0,Sí,Activo,1963-05-21
103059,Cliente 3059,2028-05-17,47595.45,15.36,60,11419.34,572.0,Sí,Pagado,1987-10-19
103060,Cliente 3060,2028-05-18,15215.89,17.08,60,11034.63,409.0,No,Pagado,1984-10-02
103061,Cliente 3061,2028-05-19,5057.32,9.03,24,13732.74,559.0,Sí,Activo,1957-09-13
103062,Cliente 3062,2028-05-20,30152.71,23.9,36,11092.71,567.0,Sí,En Mora,1987-09-04
103063,Cliente 3063,2028-05-21,31370.61,7.15,48,12516.08,331.0,No,Activo,1988-08-15
103064,Cliente 3064,2028-05-22,32600.99,24.26,24,11316.34,476.0,Sí,Activo,1981-07-06
103065,Cliente 3065,2028-05-23,13736.4,3.82,24,9644.96,403.0,Sí,Activo,1996-02-26
103066,Cliente 3066,2028-05-24,1247.98,13.84,48,6691.01,535.0,Sí,Pagado,1988-03-25
103067,Cliente 3067,2028-05-25,48268.26,10.67,24,13580.7,392.0,No,Pagado,1995-01-22
103068,Cliente 3068,2028-05-26,12919.21,13.16,12,9939.04,500.0,Sí,Pagado,2002-10-31
103069,Cliente 3069,2028-05-27,33963.3,15.77,48,6276.15,334.0,Sí,Pagado,1999-08-22
103070,Cliente 3070,2028-05-28,35478.18,12.87,12,1710.3,416.0,No,Activo,1991-08-19
103071,Cliente 3071,2028-05-29,30695.37,12.42,60,4715.22,757.0,Sí,En Mora,1983-12-09
103072,Cliente 3072,2028-05-30,15988.92,19.25,48,8384.04,770.0,Sí,En Mora,1988-07-09
103073,Cliente 3073,2028-05-31,13919.26,18.25,48,4496.71,698.0,No,Activo,1981-06-21
103074,Cliente 3074,2028-06-01,30084.58,21.42,36,3707.91,416.0,Sí,En Mora,1990-10-08
103075,Cliente 3075,2028-06-02,43371.73,8.87,36,8147.21,661.0,Sí,En Mora,2009-04-11
103076,Cliente 3076,2028-06-03,47363.32,16.6,48,2962.4,503.0,Sí,Activo,1990-02-24
103077,Cliente 3077,2028-06-04,5742.34,16.08,60,12105.95,445.0,No,En Mora,1955-06-27
103078,Cliente 3078,2028-06-05,8164.02,11.45,24,7523.34,743.0,Sí,Pagado,2008-03-31
103079,Cliente 3079,2028-06-06,47264.44,13.95,36,8821.01,596.0,No,En Mora,2004-04-05
103080,Cliente 3080,2028-06-07,36958.49,10.25,60,2637.06,786.0,Sí,En Mora,1979-06-08
103081,Cliente 3081,2028-06-08,44208.19,6.55,60,5206.36,530.0,Sí,En Mora,2008-04-21
103082,Cliente 3082,2028-06-09,10530.32,8.1,36,6446.3,502.0,Sí,Pagado,1986-03-12
103083,Cliente 3083,2028-06-10,29585.5,5.77,24,12219.09,661.0,Sí,Pagado,2009-04-27
